,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad,age_cat,areaIncome_cat
631,84.59,36.0,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,1,Belgium,2016-04-26 13:13:20,no,middle,avg
632,70.13,31.0,,224.98,Profit-focused systemic support,Johnsonfort,0,Croatia,2016-05-16 23:21:06,no,young,
633,40.19,,55358.88,136.99,Right-sized system-worthy project,Adamsbury,0,France,2016-01-18 02:51:13,yes,,avg
634,58.95,55.0,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,1,Slovenia,2016-06-20 08:34:46,yes,senior,avg
635,35.76,51.0,45522.44,195.07,Versatile optimizing projection,North Angelastad,0,Peru,2016-07-18 04:53:22,yes,senior,avg
636,59.36,49.0,46931.03,110.84,Universal multi-state system engine,Amandafort,0,Belarus,2016-07-01 01:12:04,yes,senior,avg
637,91.1,40.0,55499.69,198.13,Secured intermediate approach,Michaelmouth,1,Bolivia,2016-03-07 22:51:00,no,middle,avg
638,61.04,41.0,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,0,Benin,2016-05-02 15:31:28,yes,middle,high
639,74.06,23.0,,225.99,Phased content-based middleware,Port Davidland,0,Wallis and Futuna,2016-07-23 06:18:51,no,young,
640,,45.0,15598.29,158.8,Triple-buffered high-level Internet solution,Isaacborough,1,Azerbaijan,2016-06-12 03:11:04,yes,middle,low
641,81.29,28.0,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,0,Mongolia,2016-02-15 20:41:05,no,young,low
642,76.07,36.0,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,0,Denmark,2016-01-23 01:42:28,no,middle,high
643,75.92,22.0,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,0,Russian Federation,2016-02-26 01:18:44,no,young,avg
644,78.35,46.0,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,0,Brazil,2016-01-11 02:07:14,no,middle,avg
645,46.14,28.0,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,1,Ethiopia,2016-04-04 13:56:14,yes,young,avg
646,44.33,41.0,43386.07,,Ergonomic empowering frame,Estradashire,0,Guyana,2016-01-14 09:27:59,yes,middle,avg
647,,28.0,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,1,Ethiopia,2016-04-25 03:18:45,yes,young,avg
648,66.04,27.0,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,0,Mauritius,2016-03-05 23:02:11,no,young,high
649,84.31,29.0,47139.21,,Object-based optimal solution,West Dannyberg,0,Djibouti,2016-01-06 21:43:22,no,young,avg
650,83.66,38.0,,175.14,Profound dynamic attitude,East Debraborough,0,Syrian Arab Republic,2016-02-18 03:58:36,no,middle,
651,81.25,,65186.58,,Enhanced system-worthy toolset,Frankchester,1,Saint Martin,2016-04-16 14:15:55,no,,high
652,85.26,32.0,55424.24,,Reverse-engineered dynamic function,Lisafort,1,Netherlands Antilles,2016-02-24 06:18:11,no,young,avg
653,86.53,46.0,,233.36,Networked responsive application,Colemanshire,0,Greece,2016-06-29 01:19:21,no,middle,
654,76.44,26.0,58820.16,224.2,Distributed intangible database,Troyville,1,Madagascar,2016-01-05 06:34:20,no,young,high
655,52.84,43.0,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,0,Senegal,2016-07-16 10:14:04,yes,middle,low
656,85.24,31.0,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,1,Burkina Faso,2016-06-17 03:23:13,no,young,high
657,74.71,46.0,37908.29,258.06,Proactive local focus group,Port Eugeneport,1,Czech Republic,2016-06-13 11:06:40,no,middle,avg
658,82.95,,69805.7,201.29,Customer-focused impactful success,Karenmouth,0,Lao People's Democratic Republic,2016-04-05 08:18:45,no,,high
659,76.42,,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,1,Netherlands Antilles,2016-04-17 18:38:14,no,,high
660,,49.0,67323.0,182.11,Organic logistical adapter,New Christinatown,0,Qatar,2016-02-03 16:54:33,yes,senior,high
661,,26.0,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,1,Andorra,2016-04-18 21:07:28,yes,young,avg
662,48.26,50.0,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,1,Liechtenstein,2016-06-18 22:31:22,yes,senior,avg
663,71.03,55.0,28186.65,150.77,Programmable didactic capacity,Port Georgebury,0,China,2016-03-12 07:18:36,yes,senior,low
664,81.37,,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,0,Vietnam,2016-01-15 01:20:05,no,,high
665,58.05,32.0,15879.1,195.54,Total asynchronous architecture,Sanderstown,1,Tajikistan,2016-02-12 10:39:10,yes,young,low
666,75.0,29.0,63965.16,230.36,Secured upward-trending benchmark,Perezland,1,Eritrea,2016-02-16 02:29:03,no,young,high
667,79.61,,58342.63,235.97,Customizable value-added project,Luisfurt,0,Monaco,2016-04-04 21:23:13,no,,high
668,,31.0,33147.19,,Integrated interactive support,New Karenberg,1,Israel,2016-04-24 01:48:21,yes,young,low
669,62.18,33.0,65899.68,,Reactive impactful challenge,West Leahton,0,Hungary,2016-05-20 00:00:48,yes,young,high
670,77.89,26.0,,201.54,Switchable multi-state success,West Sharon,0,Singapore,2016-05-15 03:10:50,no,young,
671,,61.0,58966.22,184.23,Synchronized multi-tasking ability,Klineside,1,Cuba,2016-01-07 23:02:43,yes,senior,high
672,89.21,33.0,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,0,Reunion,2016-07-19 12:05:58,no,young,avg
673,49.96,55.0,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,1,Zambia,2016-04-04 00:02:20,yes,senior,high
674,,28.0,65620.25,210.39,Front-line incremental access,Lake Jacob,0,Gabon,2016-06-10 04:21:57,no,young,high
675,82.58,38.0,,225.23,Open-architected zero administration secured line,West Samantha,1,Dominica,2016-03-11 14:50:56,no,middle,
676,39.36,29.0,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,1,Bahamas,2016-01-14 20:58:10,yes,young,avg
677,47.23,38.0,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,1,Tokelau,2016-06-22 05:22:58,yes,middle,high
678,87.85,34.0,51816.27,153.01,Digitized interactive initiative,Meyerchester,0,Turkmenistan,2016-03-19 08:00:58,no,middle,avg
679,65.57,,23410.75,,Implemented asynchronous application,Reginamouth,0,Belgium,2016-04-15 15:07:17,yes,,low
680,78.01,26.0,62729.4,200.71,Focused multi-state workforce,Donaldshire,1,French Guiana,2016-03-28 02:29:19,no,young,high
681,,28.0,48867.67,141.96,Proactive secondary monitoring,Salazarbury,1,Martinique,2016-01-22 15:03:25,yes,young,avg
682,,36.0,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,1,French Polynesia,2016-06-25 17:33:35,yes,middle,avg
683,76.83,28.0,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,0,Ecuador,2016-03-04 14:33:38,no,young,high
684,42.06,34.0,,131.55,Multi-layered secondary software,Jamesmouth,0,Puerto Rico,2016-06-29 02:48:44,yes,middle,
685,76.27,27.0,60082.66,226.69,Total coherent superstructure,Laurieside,1,United Arab Emirates,2016-06-18 01:42:37,no,young,high
686,74.27,37.0,65180.97,247.05,Monitored executive architecture,Andrewmouth,1,Burkina Faso,2016-01-31 09:57:34,no,middle,high
687,73.27,28.0,67301.39,216.24,Front-line multi-state hub,West Angela,1,Luxembourg,2016-05-22 15:17:25,no,young,high
688,74.58,,,230.52,Configurable mission-critical algorithm,East Carlos,0,Jamaica,2016-07-22 11:05:10,no,,
689,77.5,28.0,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,1,Antarctica (the territory South of 60 deg S),2016-07-13 14:05:22,no,young,high
690,87.16,33.0,60805.93,197.15,Reduced holistic help-desk,Blairville,0,China,2016-02-11 11:50:26,no,young,high
691,87.16,37.0,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,1,Western Sahara,2016-03-16 20:33:10,no,middle,avg
692,66.26,47.0,14548.06,179.04,Optional full-range projection,Matthewtown,1,Lebanon,2016-04-25 19:31:39,yes,middle,low
693,,29.0,41335.84,117.3,Expanded value-added emulation,Brandonbury,0,Hong Kong,2016-07-14 22:43:29,yes,young,avg
694,68.25,33.0,76480.16,198.86,Organic well-modulated database,New Jamestown,1,Vanuatu,2016-05-30 08:02:35,no,young,high
695,73.49,38.0,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,0,Vanuatu,2016-02-14 11:36:08,no,middle,high
696,39.19,54.0,52581.16,173.05,Stand-alone empowering benchmark,Leahside,0,Guatemala,2016-01-23 21:15:57,yes,senior,avg
697,80.15,25.0,55195.61,214.49,Monitored intermediate circuit,West Wendyland,0,Greenland,2016-07-18 02:51:19,no,young,avg
698,86.76,28.0,,189.91,Object-based leadingedge complexity,Lawrenceborough,0,Syrian Arab Republic,2016-02-10 08:21:13,no,young,
699,73.88,29.0,63109.74,233.61,Digitized zero-defect implementation,Kennethview,0,Saint Helena,2016-01-04 06:37:15,no,young,high
700,,19.0,44490.09,197.93,Configurable impactful firmware,West Mariafort,1,Lebanon,2016-06-05 21:38:22,no,young,avg
701,69.77,54.0,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,0,Malta,2016-06-01 03:17:50,yes,senior,high
702,87.27,30.0,,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,1,Christmas Island,2016-03-06 06:51:23,yes,young,
703,77.65,28.0,66198.66,208.01,Configurable impactful capacity,Pamelamouth,0,Ukraine,2016-02-26 19:35:54,no,young,high
704,,40.0,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,0,Malta,2016-07-13 14:30:14,no,middle,high
705,78.84,26.0,56593.8,217.66,Persistent even-keeled application,Shawnside,1,Italy,2016-06-29 07:20:46,no,young,avg
706,,,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,0,Japan,2016-03-15 06:54:21,yes,,low
707,81.9,41.0,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,0,Mauritius,2016-06-11 06:47:55,no,middle,high
708,46.89,48.0,72553.94,176.78,Polarized mission-critical structure,Chaseshire,1,Turkey,2016-07-17 13:22:43,yes,senior,high
709,77.8,57.0,43708.88,152.94,Virtual executive implementation,Destinyfurt,0,Namibia,2016-02-14 14:38:01,yes,senior,avg
710,45.44,43.0,48453.55,119.27,Enhanced intermediate standardization,Mezaton,0,China,2016-05-04 05:01:37,yes,middle,avg
711,69.96,31.0,73413.87,214.06,Realigned tangible collaboration,New Kayla,1,Netherlands,2016-05-20 12:17:28,no,young,high
712,87.35,35.0,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,1,Gibraltar,2016-01-26 02:47:17,no,middle,high
713,49.42,53.0,45465.25,128.0,Ameliorated well-modulated complexity,Jacquelineshire,1,Congo,2016-07-07 18:07:19,yes,senior,avg
714,71.27,21.0,50147.72,,Quality-focused bi-directional throughput,South Blakestad,1,Senegal,2016-01-11 12:46:31,no,young,avg
715,49.19,38.0,61004.51,123.08,Versatile solution-oriented secured line,North Mark,0,Hungary,2016-05-12 12:11:12,yes,middle,high
716,39.96,,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,1,Pitcairn Islands,2016-02-28 23:21:22,yes,,avg
717,85.01,29.0,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,0,Slovakia (Slovak Republic),2016-05-03 16:02:50,no,young,high
718,68.95,51.0,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,1,United States Virgin Islands,2016-03-15 20:19:20,no,senior,high
719,,45.0,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,0,Monaco,2016-07-23 05:21:39,yes,middle,high
720,75.71,34.0,62109.8,246.06,Phased hybrid intranet,Barbershire,0,Portugal,2016-03-11 10:01:23,no,middle,high
721,43.07,36.0,60583.02,137.63,Monitored zero administration collaboration,East Ericport,1,Turkey,2016-02-11 20:45:46,yes,middle,high
722,39.47,,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,1,Uganda,2016-07-06 23:09:07,yes,,high
723,48.22,40.0,73882.91,214.33,Inverse national core,Turnerville,0,Norfolk Island,2016-03-22 19:14:47,no,middle,high
724,76.76,25.0,,230.77,Secured uniform instruction set,Kylieview,1,Niue,2016-05-26 13:28:36,no,young,
725,78.74,27.0,51409.45,,Quality-focused zero tolerance matrices,West Zacharyborough,0,Ukraine,2016-06-18 19:10:14,no,young,avg
726,67.47,,60514.05,,Multi-tiered heuristic strategy,Watsonfort,1,Vanuatu,2016-03-20 07:12:52,no,,high
727,81.17,30.0,57195.96,231.91,Optimized static archive,Dayton,1,United States Minor Outlying Islands,2016-06-03 07:00:36,no,young,avg
728,89.66,34.0,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,1,Armenia,2016-02-03 15:15:42,no,middle,avg
729,,,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,1,Sweden,2016-05-03 16:55:02,no,,avg
730,65.53,19.0,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,1,Timor-Leste,2016-06-20 02:25:12,no,young,avg
731,61.87,35.0,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,1,French Southern Territories,2016-07-10 19:15:52,no,middle,high
732,83.16,41.0,70185.06,194.95,Decentralized 24hour approach,Robinsonland,0,Finland,2016-01-04 04:00:35,no,middle,high
733,44.11,41.0,43111.41,121.24,Organic next generation matrix,Lake David,1,Saint Vincent and the Grenadines,2016-04-20 16:49:15,yes,middle,avg
734,56.57,,56435.6,131.98,Multi-channeled non-volatile website,West Ericaport,0,Senegal,2016-01-23 13:14:18,yes,,avg
735,83.91,29.0,53223.58,,Distributed bifurcated challenge,Haleberg,0,Burundi,2016-01-04 22:27:25,no,young,avg
736,79.8,28.0,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,1,Bahamas,2016-04-08 22:40:55,no,young,avg
737,71.23,52.0,41521.28,122.59,Self-enabling zero administration neural-net,Ericksonmouth,0,Sweden,2016-01-05 11:53:17,yes,senior,avg
738,47.23,43.0,73538.09,210.87,Optimized upward-trending productivity,Yangside,1,Svalbard & Jan Mayen Islands,2016-03-17 22:24:02,yes,middle,high
739,82.37,30.0,63664.32,207.44,Open-architected system-worthy ability,Estradafurt,0,Tonga,2016-06-29 04:23:10,no,young,high
740,43.63,38.0,61757.12,,Quality-focused maximized extranet,Frankport,1,Korea,2016-05-25 19:45:16,yes,middle,high
741,70.9,28.0,71727.51,190.95,Centralized client-driven workforce,Port Juan,0,Kyrgyz Republic,2016-06-17 23:19:38,no,young,high
742,71.9,,72203.96,193.29,De-engineered intangible flexibility,Williamsside,1,Costa Rica,2016-04-24 07:20:16,no,,high
743,62.12,37.0,50671.6,105.86,Re-engineered intangible software,Johnsonview,1,Liechtenstein,2016-03-18 13:00:12,yes,middle,avg
744,67.35,29.0,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,0,Zimbabwe,2016-04-28 21:58:25,yes,young,avg
745,,50.0,,124.58,Innovative homogeneous alliance,New Angelview,0,Costa Rica,2016-02-12 08:46:15,yes,senior,
746,66.8,29.0,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,0,Hungary,2016-07-11 13:23:37,yes,young,high
747,49.13,32.0,41097.17,120.49,Optimized intermediate help-desk,Morganport,0,Fiji,2016-01-29 00:45:19,yes,young,avg
748,45.11,,39799.73,195.69,Sharable reciprocal project,Browntown,0,Netherlands,2016-01-05 16:26:44,yes,,avg
749,54.35,42.0,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,0,Sweden,2016-06-20 08:22:09,no,middle,high
750,61.82,59.0,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,1,Barbados,2016-02-06 17:48:28,yes,senior,high
751,77.75,31.0,,240.64,Multi-lateral motivating circuit,Coxhaven,1,Paraguay,2016-06-22 17:19:09,no,young,
752,70.61,28.0,,190.12,Assimilated encompassing portal,Meaganfort,0,Italy,2016-04-16 05:24:33,no,young,
753,82.72,31.0,65704.79,179.82,Cross-group global orchestration,North Monicaville,0,Belarus,2016-01-17 05:07:11,no,young,high
754,76.87,36.0,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,0,South Georgia and the South Sandwich Islands,2016-07-08 22:30:10,no,middle,high
755,65.07,34.0,73941.91,227.53,Monitored explicit hierarchy,Princebury,1,Anguilla,2016-03-11 00:05:48,no,middle,high
756,56.93,37.0,57887.64,,Reactive demand-driven strategy,Bradleyside,0,Sierra Leone,2016-06-10 00:35:15,yes,middle,high
757,48.86,35.0,,128.37,Universal empowering adapter,Elizabethbury,1,Saint Martin,2016-01-04 00:44:57,yes,middle,
758,36.56,29.0,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,0,Uganda,2016-01-01 15:14:24,yes,young,avg
759,85.73,,43778.88,147.75,Stand-alone radical throughput,New Tammy,1,Saudi Arabia,2016-07-10 17:24:51,yes,,avg
760,75.81,40.0,71157.05,,Inverse zero-defect capability,Sanchezland,0,Greenland,2016-03-27 19:50:11,no,middle,high
761,72.94,31.0,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,0,Venezuela,2016-04-29 13:38:19,no,young,high
762,53.63,54.0,50333.72,126.29,Front-line zero-defect array,Vanessaview,1,Liberia,2016-01-08 18:13:43,yes,senior,avg
763,52.35,25.0,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,1,Mali,2016-06-05 07:54:30,yes,young,low
764,52.84,51.0,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,1,Bosnia and Herzegovina,2016-06-29 10:50:45,yes,senior,avg
765,51.58,33.0,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,0,Brunei Darussalam,2016-04-24 13:46:10,yes,young,avg
766,42.32,29.0,63891.29,187.09,Digitized radical architecture,New Joshuaport,1,South Georgia and the South Sandwich Islands,2016-02-14 04:14:13,yes,young,high
767,55.04,42.0,43881.73,,Quality-focused optimizing parallelism,Hernandezside,1,Czech Republic,2016-06-15 05:43:02,yes,middle,avg
768,68.58,41.0,13996.5,171.54,Exclusive discrete firmware,New Williamville,1,El Salvador,2016-07-06 12:04:29,yes,middle,low
769,,27.0,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,1,Tokelau,2016-03-31 13:54:51,no,young,avg
770,71.14,30.0,69758.31,224.82,Assimilated stable encryption,Newmanberg,0,France,2016-06-21 00:52:47,no,young,high
771,64.38,19.0,52530.1,180.47,Configurable dynamic secured line,West Alice,1,Gabon,2016-05-27 05:23:26,no,young,avg
772,,40.0,58363.12,213.96,Cloned optimal leverage,Cannonbury,0,Bulgaria,2016-01-17 18:45:55,no,middle,high
773,66.79,,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,1,Burkina Faso,2016-04-07 20:34:42,yes,,high
774,,45.0,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,0,Mayotte,2016-05-02 18:37:01,yes,middle,avg
775,,54.0,31523.09,166.85,Enhanced methodical database,Dustinmouth,1,Somalia,2016-06-04 17:24:07,yes,senior,low
776,56.46,26.0,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,0,Albania,2016-04-07 18:52:57,yes,young,high
777,72.18,30.0,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,0,Bolivia,2016-06-10 22:21:10,no,young,high
778,52.67,44.0,14775.5,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,0,Jersey,2016-05-19 06:37:38,yes,middle,low
779,80.55,35.0,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,0,British Virgin Islands,2016-03-28 23:01:24,no,middle,high
780,67.85,41.0,78520.99,202.7,Reactive tangible contingency,East Ronald,1,Saint Helena,2016-01-21 22:51:34,yes,middle,high
781,75.55,36.0,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,1,Bosnia and Herzegovina,2016-03-12 06:05:12,yes,middle,low
782,80.46,29.0,56909.3,230.78,Mandatory coherent groupware,Carterton,0,India,2016-06-04 09:13:29,no,young,avg
783,82.69,29.0,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,1,Georgia,2016-05-24 10:16:38,no,young,high
784,35.21,39.0,52340.1,154.0,Advanced disintermediate data-warehouse,New Timothy,1,United States Minor Outlying Islands,2016-03-25 06:36:53,yes,middle,avg
785,36.37,,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,1,Kiribati,2016-04-22 00:28:18,yes,,avg
786,74.07,22.0,50950.24,165.43,Cross-group non-volatile secured line,Joneston,1,Ghana,2016-03-22 04:13:35,no,young,avg
787,59.96,33.0,77143.61,197.66,Expanded modular application,Staceyfort,0,Samoa,2016-01-14 08:27:04,yes,young,high
788,85.62,29.0,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,0,Iran,2016-04-14 21:37:49,no,young,avg
789,40.88,33.0,48554.45,136.18,Networked non-volatile synergy,West Shannon,1,Costa Rica,2016-05-31 17:50:15,yes,young,avg
790,36.98,31.0,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,1,Northern Mariana Islands,2016-03-17 06:25:47,yes,young,avg
791,35.49,47.0,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,0,Liechtenstein,2016-04-13 07:07:36,yes,middle,avg
792,56.56,26.0,68783.45,204.47,Compatible composite project,Port Jasmine,1,Grenada,2016-02-03 22:11:13,no,young,high
793,36.62,32.0,,162.44,Customer-focused solution-oriented software,New Sabrina,1,Poland,2016-02-02 19:59:17,yes,young,
794,49.35,49.0,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,0,Kenya,2016-04-07 20:38:02,yes,senior,avg
795,75.64,29.0,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,1,Iran,2016-03-15 19:35:19,no,young,high
796,79.22,,63429.18,198.79,Intuitive modular system engine,North Debra,1,Belgium,2016-03-11 12:39:19,no,,high
797,77.05,,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,0,Namibia,2016-05-17 18:06:46,no,,high
798,66.83,46.0,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,1,Cyprus,2016-02-28 23:10:32,no,middle,high
799,76.2,24.0,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,1,Japan,2016-03-02 06:35:08,no,young,avg
800,56.64,29.0,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,1,Zimbabwe,2016-02-27 08:52:50,yes,young,avg
801,53.33,34.0,44275.13,,Configurable impactful productivity,Courtneyfort,1,Andorra,2016-03-14 04:34:35,yes,middle,avg
802,50.63,50.0,25767.16,142.23,Operative full-range forecast,Tammymouth,0,Luxembourg,2016-03-10 15:07:44,yes,senior,low
803,41.84,49.0,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,0,Cyprus,2016-05-01 08:27:12,yes,senior,avg
804,53.92,41.0,25739.09,125.46,Business-focused transitional solution,Lake Amanda,1,Turkey,2016-06-12 11:17:25,yes,middle,low
805,83.89,28.0,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,1,Hong Kong,2016-05-28 12:20:15,no,young,high
806,55.32,43.0,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,0,Netherlands,2016-03-18 09:08:39,yes,middle,high
807,53.22,44.0,44307.18,108.85,Horizontal client-server database,Port Aprilville,0,United States Virgin Islands,2016-05-26 06:03:57,yes,middle,avg
808,43.16,35.0,25371.52,156.11,Implemented didactic support,Williamsport,1,Marshall Islands,2016-07-06 03:40:17,yes,middle,low
809,67.51,43.0,23942.61,127.2,Digitized homogeneous core,Lake Faith,0,Western Sahara,2016-04-29 14:10:00,yes,middle,low
810,43.16,29.0,,143.04,Robust holistic application,Wendyville,1,Saint Vincent and the Grenadines,2016-03-05 20:53:19,yes,young,
811,79.89,30.0,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,1,United States of America,2016-05-30 08:35:54,no,young,avg
812,84.25,32.0,,170.9,Pre-emptive client-driven secured line,New Sean,1,Angola,2016-04-10 06:32:11,no,young,
813,74.18,28.0,69874.18,203.87,Front-line even-keeled website,Lake Lisa,0,Cayman Islands,2016-01-20 02:31:36,no,young,high
814,85.78,34.0,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,0,Swaziland,2016-07-20 21:53:42,no,middle,avg
815,80.96,39.0,67866.95,225.0,Integrated leadingedge frame,New Travis,1,Wallis and Futuna,2016-01-17 04:12:30,no,middle,high
816,36.91,48.0,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,0,Zimbabwe,2016-02-24 07:13:00,yes,senior,avg
817,54.47,23.0,46780.09,,Vision-oriented bifurcated contingency,Holderville,0,Chad,2016-03-26 19:37:46,yes,young,avg
818,81.98,34.0,67432.49,212.88,Up-sized maximized model,Patrickmouth,0,Saint Martin,2016-06-04 09:25:27,no,middle,high
819,79.6,39.0,73392.28,,Organized global flexibility,Lake Deannaborough,0,Rwanda,2016-04-22 07:48:33,no,middle,high
820,57.51,38.0,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,0,Moldova,2016-03-31 08:53:43,yes,middle,avg
821,82.3,31.0,,,Balanced executive definition,Davieshaven,0,Gabon,2016-04-16 08:36:08,no,young,
822,73.21,30.0,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,1,Denmark,2016-05-12 20:57:10,yes,young,avg
823,,32.0,69481.85,209.72,Optimized multimedia website,Hernandezchester,1,Svalbard & Jan Mayen Islands,2016-05-07 21:32:51,no,young,high
824,,28.0,67033.34,226.64,Focused coherent success,North Kennethside,0,Poland,2016-06-25 00:33:23,no,young,high
825,83.69,36.0,68717.0,192.57,Robust context-sensitive neural-net,Shelbyport,0,Fiji,2016-03-23 05:27:35,no,middle,high
826,83.48,31.0,59340.99,222.72,Intuitive zero administration adapter,Williamport,1,Philippines,2016-03-04 13:47:47,no,young,high
827,43.49,45.0,47968.32,124.67,Synchronized full-range portal,Smithside,0,Vietnam,2016-06-14 12:08:10,yes,middle,avg
828,66.69,35.0,48758.92,108.27,Integrated encompassing support,Vanessastad,0,Jersey,2016-05-11 19:13:42,yes,middle,avg
829,48.46,49.0,61230.03,132.38,Devolved human-resource circuit,Lisamouth,1,Indonesia,2016-01-21 23:33:22,yes,senior,high
830,42.51,30.0,,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,1,Palestinian Territory,2016-01-15 19:45:33,yes,young,
831,42.83,34.0,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,1,Latvia,2016-04-23 09:42:08,yes,middle,avg
832,41.46,42.0,52177.4,128.98,Integrated impactful groupware,Robertstown,1,Malta,2016-05-23 08:06:24,yes,middle,avg
833,45.99,33.0,51163.14,124.61,Face-to-face methodical intranet,South Mark,1,Afghanistan,2016-02-27 15:04:52,yes,young,avg
834,68.72,27.0,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,0,Austria,2016-02-23 17:37:46,no,young,high
835,,34.0,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,1,Micronesia,2016-03-17 22:59:46,no,middle,high
836,49.21,46.0,49206.4,115.6,Realigned 24/7 core,Carterland,0,Mexico,2016-02-28 03:34:35,yes,middle,avg
837,55.77,49.0,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,1,Chile,2016-03-15 14:33:12,yes,senior,avg
838,44.13,40.0,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,1,Cuba,2016-03-03 20:20:32,yes,middle,low
839,,46.0,,107.56,Centralized asynchronous portal,Brandiland,1,Belarus,2016-04-06 14:16:52,yes,middle,
840,72.46,40.0,56683.32,,Enhanced tertiary utilization,Cervantesshire,0,Malawi,2016-05-01 09:23:25,yes,middle,avg
